City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
224,La Merced,CO,2021-10-28 23:47:38,5.4019,-75.8847,58.86,99,93,2.68,overcast clouds
225,Ilulissat,GL,2021-10-28 23:47:38,69.2167,-51.1,26.62,68,75,11.5,broken clouds
226,Constitucion,CL,2021-10-28 23:47:38,-35.3333,-72.4167,55.33,77,12,14.16,few clouds
227,Esperance,AU,2021-10-28 23:47:39,-33.8667,121.9,53.44,73,89,12.28,light rain
228,Nuuk,GL,2021-10-28 23:47:39,64.1835,-51.7216,30.81,74,90,10.36,overcast clouds
229,Abashiri,JP,2021-10-28 23:47:40,44.0213,144.2697,46.69,87,75,11.5,broken clouds
230,Bridgetown,BB,2021-10-28 23:46:14,13.1,-59.6167,81.09,78,75,10.36,broken clouds
231,Ust-Kuyga,RU,2021-10-28 23:47:40,70.0167,135.6,9.77,96,100,1.79,overcast clouds
232,Tommot,RU,2021-10-28 23:47:40,58.9564,126.2925,23.07,72,31,8.88,scattered clouds
233,Coffs Harbour,AU,2021-10-28 23:47:41,-30.3,153.1333,75.47,73,90,8.05,light intensity shower rain
234,Souillac,MU,2021-10-28 23:47:38,-20.5167,57.5167,74.35,83,20,8.05,few clouds
235,Danielskuil,ZA,2021-10-28 23:47:42,-28.1887,23.5395,59.76,86,61,20.67,broken clouds
236,Hibbing,US,2021-10-28 23:47:42,47.4272,-92.9377,45.9,93,90,4.61,light rain
237,Waipawa,NZ,2021-10-28 23:47:42,-41.4122,175.5153,63.45,61,24,1.74,few clouds
238,Guerrero Negro,MX,2021-10-28 23:47:22,27.9769,-114.0611,75.79,43,0,11.81,clear sky
239,Vilhena,BR,2021-10-28 23:47:43,-12.7406,-60.1458,77.22,83,20,5.75,few clouds
240,Adrar,MR,2021-10-28 23:47:43,20.5022,-10.0711,77.11,34,100,9.26,overcast clouds
241,Naryan-Mar,RU,2021-10-28 23:47:44,67.6713,53.087,17.8,79,23,9.64,few clouds
242,Ostrovnoy,RU,2021-10-28 23:46:20,68.0531,39.5131,28.74,88,100,19.1,overcast clouds
243,Bulgan,MN,2021-10-28 23:47:44,48.8125,103.5347,31.1,97,100,2.82,light snow
244,Shimoda,JP,2021-10-28 23:47:45,34.6667,138.95,62.1,55,0,17.6,clear sky
245,La Romana,DO,2021-10-28 23:47:45,18.4273,-68.9728,82.13,83,20,4.61,few clouds
246,Champerico,GT,2021-10-28 23:47:46,14.3,-91.9167,84.34,81,28,4.85,scattered clouds
247,Lagunas,PE,2021-10-28 23:47:46,-5.2269,-75.6753,74.53,93,61,2.91,broken clouds
248,Marfino,RU,2021-10-28 23:47:46,55.7028,37.3822,45.09,79,90,2.24,light rain
249,Masallatah,LY,2021-10-28 23:47:47,32.6167,14.0,65.37,69,6,14.7,clear sky
250,Ullal,IN,2021-10-28 23:47:47,12.8,74.85,77.95,94,20,0.0,mist
251,Buala,SB,2021-10-28 23:47:48,-8.145,159.5921,86.07,69,67,7.29,light rain
252,Villa Bruzual,VE,2021-10-28 23:47:48,9.3328,-69.1208,73.94,94,72,0.89,broken clouds
253,Pizarro,CO,2021-10-28 23:47:49,4.9533,-77.366,78.44,89,53,6.85,light rain
254,Vigrestad,NO,2021-10-28 23:47:49,58.5667,5.7,55.08,91,100,20.42,overcast clouds
255,Kruisfontein,ZA,2021-10-28 23:47:50,-34.0033,24.7314,62.89,84,100,11.23,overcast clouds
256,Bilma,NE,2021-10-28 23:47:50,18.6853,12.9164,78.82,18,40,2.82,scattered clouds
257,Antofagasta,CL,2021-10-28 23:47:50,-23.65,-70.4,60.08,72,32,2.66,scattered clouds
258,Bonavista,CA,2021-10-28 23:44:26,48.6499,-53.1147,40.12,72,100,16.98,overcast clouds
259,Grindavik,IS,2021-10-28 23:47:51,63.8424,-22.4338,42.75,87,90,21.85,overcast clouds
260,Inhambane,MZ,2021-10-28 23:47:51,-23.865,35.3833,67.03,64,36,7.09,scattered clouds
261,Vila Velha,BR,2021-10-28 23:43:14,-20.3297,-40.2925,76.95,78,75,8.05,broken clouds
262,Alta Floresta,BR,2021-10-28 23:47:52,-9.8756,-56.0861,73.04,82,49,2.33,scattered clouds
263,Sindi,IN,2021-10-28 23:47:53,20.8,78.8667,65.28,51,93,8.28,overcast clouds
264,Piacabucu,BR,2021-10-28 23:47:53,-10.4056,-36.4344,76.33,83,67,8.99,broken clouds
265,Alizai,PK,2021-10-28 23:47:53,33.5383,70.3462,58.86,43,0,2.82,clear sky
266,Palkonda,IN,2021-10-28 23:47:54,18.6,83.75,71.82,89,86,4.45,overcast clouds
267,Bilibino,RU,2021-10-28 23:44:57,68.0546,166.4372,-14.69,94,15,2.75,few clouds
268,Sumbe,AO,2021-10-28 23:47:54,-11.2061,13.8437,74.75,83,100,6.15,overcast clouds
269,San Andres,CO,2021-10-28 23:47:55,12.5847,-81.7006,84.22,79,75,2.3,drizzle
270,Novi Pazar,RS,2021-10-28 23:47:55,43.1367,20.5122,42.19,75,28,1.79,scattered clouds
271,Puri,IN,2021-10-28 23:47:56,19.8,85.85,77.52,84,100,11.86,overcast clouds
272,Canidelo,PT,2021-10-28 23:47:56,41.124,-8.651,60.82,95,90,13.8,overcast clouds
273,Sorland,NO,2021-10-28 23:47:57,67.667,12.6934,47.55,87,98,21.77,overcast clouds
274,Yatou,CN,2021-10-28 23:47:57,37.15,122.3833,58.42,61,100,1.19,overcast clouds
275,Sinnamary,GF,2021-10-28 23:47:57,5.3833,-52.95,78.73,87,100,9.1,overcast clouds
276,Edd,ER,2021-10-28 23:47:58,13.9297,41.6925,86.63,33,9,11.54,clear sky
277,Olafsvik,IS,2021-10-28 23:47:58,64.8945,-23.7142,41.68,89,91,31.92,moderate rain
278,Upleta,IN,2021-10-28 23:47:59,21.7333,70.2833,73.65,36,13,7.4,few clouds
279,Gamboma,CG,2021-10-28 23:47:59,-1.8764,15.8644,73.45,81,54,2.08,broken clouds
280,Tura,IN,2021-10-28 23:47:40,25.5198,90.2201,65.88,91,1,4.12,clear sky
281,Saint George,US,2021-10-28 23:48:00,37.1041,-113.5841,77.47,32,1,3.0,clear sky
282,Puerto Madryn,AR,2021-10-28 23:48:00,-42.7692,-65.0385,61.81,62,40,12.39,scattered clouds
283,Narsaq,GL,2021-10-28 23:48:01,60.9167,-46.05,30.42,69,99,5.91,overcast clouds
284,Harper,LR,2021-10-28 23:48:01,4.375,-7.7169,77.5,86,98,5.37,light rain
285,Warmbad,NA,2021-10-28 23:48:02,-28.45,18.7333,62.17,50,0,6.8,clear sky
286,Raudeberg,NO,2021-10-28 23:48:02,61.9875,5.1352,53.2,94,100,10.0,light rain
287,Bathsheba,BB,2021-10-28 23:48:03,13.2167,-59.5167,81.21,78,75,10.36,broken clouds
288,Korla,CN,2021-10-28 23:48:03,41.7597,86.1469,46.51,45,48,3.15,scattered clouds
289,Tiznit,MA,2021-10-28 23:48:04,29.5833,-9.5,60.93,74,0,1.63,clear sky
290,Purpe,RU,2021-10-28 23:48:04,64.4803,76.6897,28.18,96,100,16.58,light snow
291,Kribi,CM,2021-10-28 23:48:05,2.95,9.9167,77.54,89,99,2.68,light rain
292,Storsteinnes,NO,2021-10-28 23:48:05,69.2408,19.2344,43.45,100,100,6.89,overcast clouds
293,Bandarbeyla,SO,2021-10-28 23:48:06,9.4942,50.8122,75.42,72,3,3.15,clear sky
294,Isilkul,RU,2021-10-28 23:48:06,54.9109,71.2728,34.18,64,43,15.68,scattered clouds
295,Semporna,MY,2021-10-28 23:48:06,4.4818,118.6112,77.2,71,88,2.28,overcast clouds
296,Salihorsk,BY,2021-10-28 23:48:07,52.7876,27.5415,47.82,93,99,4.94,overcast clouds
297,Ciudad Bolivar,VE,2021-10-28 23:48:07,8.1222,-63.5497,79.34,80,96,2.66,overcast clouds
298,Saint-Joseph,RE,2021-10-28 23:48:08,-21.3667,55.6167,73.78,79,3,5.57,light rain
299,Flinders,AU,2021-10-28 23:48:08,-34.5833,150.8552,83.37,49,50,8.01,scattered clouds
300,High Level,CA,2021-10-28 23:48:08,58.5169,-117.136,44.71,45,75,4.61,broken clouds
301,Leningradskiy,RU,2021-10-28 23:48:09,69.3833,178.4167,3.99,89,99,6.2,overcast clouds
302,Manavalakurichi,IN,2021-10-28 23:48:09,8.1333,77.3,77.09,81,100,1.95,moderate rain
303,Siavonga,ZM,2021-10-28 23:48:10,-16.5382,28.7088,76.33,52,0,9.84,clear sky
304,Trairi,BR,2021-10-28 23:45:44,-3.2778,-39.2689,80.1,78,27,12.75,scattered clouds
305,Port Hardy,CA,2021-10-28 23:45:29,50.6996,-127.4199,48.38,87,75,5.75,light intensity shower rain
306,Teguise,ES,2021-10-28 23:48:10,29.0605,-13.564,64.62,83,20,10.36,few clouds
307,Ibra,OM,2021-10-28 23:48:11,22.6906,58.5334,70.29,66,0,2.66,clear sky
308,Chabahar,IR,2021-10-28 23:48:11,25.2919,60.643,77.86,61,0,8.05,clear sky
309,Mazatlan,MX,2021-10-28 23:46:11,23.2167,-106.4167,85.91,78,0,1.01,clear sky
310,Colombo,LK,2021-10-28 23:45:36,6.9319,79.8478,75.15,88,94,2.86,light rain
311,San Pedro,PH,2021-10-28 23:48:12,14.35,121.0167,83.43,69,40,2.3,scattered clouds
312,Berlevag,NO,2021-10-28 23:48:13,70.8578,29.0864,34.11,87,100,16.11,overcast clouds
313,Lerici,IT,2021-10-28 23:48:13,44.0759,9.9112,61.36,80,74,6.15,broken clouds
314,Swellendam,ZA,2021-10-28 23:48:13,-34.0226,20.4417,57.58,93,19,0.81,few clouds
315,Dayong,CN,2021-10-28 23:48:14,25.0209,118.2898,72.9,79,94,2.48,overcast clouds
316,Kita,ML,2021-10-28 23:48:14,13.0349,-9.4895,73.65,84,100,3.27,overcast clouds
317,Faanui,PF,2021-10-28 23:48:15,-16.4833,-151.75,79.34,76,31,8.59,light rain
318,Cidreira,BR,2021-10-28 23:48:15,-30.1811,-50.2056,68.22,84,1,18.23,clear sky
319,Salalah,OM,2021-10-28 23:48:15,17.0151,54.0924,77.09,78,20,4.61,few clouds
320,Kysyl-Syr,RU,2021-10-28 23:48:16,63.8986,122.7617,20.39,85,100,10.71,overcast clouds
321,Nara,JP,2021-10-28 23:48:16,34.6851,135.8049,61.25,48,0,5.88,clear sky
322,Bredasdorp,ZA,2021-10-28 23:44:56,-34.5322,20.0403,58.32,88,17,8.05,light rain
323,Barahan,PH,2021-10-28 23:48:17,13.0121,120.762,81.7,76,22,11.56,few clouds
324,Vila,PT,2021-10-28 23:48:17,42.0304,-8.1588,50.88,94,100,5.12,overcast clouds
325,Mangan,IN,2021-10-28 23:48:18,27.5167,88.5333,60.3,54,1,6.93,clear sky
326,Masindi,UG,2021-10-28 23:48:18,1.6744,31.715,63.36,96,47,2.84,scattered clouds
327,Avera,US,2021-10-28 23:48:19,33.194,-82.5271,67.51,98,91,4.74,overcast clouds
328,Kitob,UZ,2021-10-28 23:48:19,39.0843,66.8332,41.58,78,24,2.39,few clouds
329,Ulladulla,AU,2021-10-28 23:48:20,-35.35,150.4667,86.88,36,8,12.84,clear sky
330,Platanos,GR,2021-10-28 23:48:20,37.6667,21.6167,59.68,68,0,7.0,clear sky
331,Kathu,TH,2021-10-28 23:48:20,7.9178,98.3332,78.62,82,99,9.64,overcast clouds
332,Bombay,IN,2021-10-28 23:47:20,19.0144,72.8479,82.38,39,20,10.36,smoke
333,Dudinka,RU,2021-10-28 23:48:21,69.4058,86.1778,2.23,87,99,12.15,overcast clouds
334,Provideniya,RU,2021-10-28 23:48:22,64.3833,-173.3,15.91,73,90,6.71,overcast clouds
335,Verkhneuralsk,RU,2021-10-28 23:48:22,53.8769,59.2106,35.8,79,100,13.91,overcast clouds
336,Mangai,CD,2021-10-28 23:48:22,-4.05,19.5333,68.41,99,100,7.76,heavy intensity rain
337,Ishigaki,JP,2021-10-28 23:48:23,24.3448,124.1572,73.53,68,20,5.75,few clouds
338,Angoram,PG,2021-10-28 23:48:23,-4.0625,144.0661,82.96,82,85,2.98,overcast clouds
339,Namalenga,TZ,2021-10-28 23:48:24,-10.95,39.1,71.56,85,43,6.35,scattered clouds
340,Petauke,ZM,2021-10-28 23:48:24,-14.2426,31.3253,65.61,62,5,11.56,clear sky
341,Cazones,MX,2021-10-28 23:48:24,20.7167,-97.3167,77.07,60,73,5.79,broken clouds
342,Kokopo,PG,2021-10-28 23:48:25,-4.352,152.2633,85.32,65,73,3.42,broken clouds
343,Isangel,VU,2021-10-28 23:48:25,-19.55,169.2667,82.51,78,40,9.22,scattered clouds
344,North Bend,US,2021-10-28 23:48:26,43.4065,-124.2243,66.11,91,90,8.05,overcast clouds
345,Kyren,RU,2021-10-28 23:48:26,51.6828,102.1408,27.37,92,99,0.09,overcast clouds
346,Murray Bridge,AU,2021-10-28 23:45:29,-35.1167,139.2667,59.49,56,98,16.35,overcast clouds
347,Malanje,AO,2021-10-28 23:48:27,-9.5402,16.341,64.4,94,98,2.51,light rain
348,Tucuma,BR,2021-10-28 23:48:27,-0.1833,-50.05,79.0,79,72,7.16,broken clouds
349,Maningrida,AU,2021-10-28 23:48:27,-12.0667,134.2667,88.9,53,86,8.1,overcast clouds
350,Ajdabiya,LY,2021-10-28 23:48:28,30.7554,20.2263,70.25,74,90,5.21,overcast clouds
351,Podgornoye,RU,2021-10-28 23:48:28,51.735,39.1496,46.62,87,90,8.95,overcast clouds
352,Masyaf,SY,2021-10-28 23:48:29,35.0653,36.3406,60.85,57,100,3.76,light rain
353,Rocha,UY,2021-10-28 23:48:29,-34.4833,-54.3333,60.39,92,0,7.18,light rain
354,Koster,ZA,2021-10-28 23:48:29,-25.863,26.8976,56.86,80,94,9.37,overcast clouds
355,Port-Gentil,GA,2021-10-28 23:48:30,-0.7193,8.7815,78.76,89,40,5.75,light rain
356,Tupelo,US,2021-10-28 23:47:48,34.2576,-88.7034,57.49,87,90,13.0,light rain
357,Methoni,GR,2021-10-28 23:48:31,36.8197,21.7049,59.22,59,59,6.49,broken clouds
358,Aswan,EG,2021-10-28 23:48:31,24.0934,32.907,80.15,30,16,6.89,few clouds
359,Santa Maria,BR,2021-10-28 23:45:35,-29.6842,-53.8069,74.5,57,0,8.05,clear sky
360,Floro,NO,2021-10-28 23:48:32,61.5996,5.0328,53.24,100,90,21.85,overcast clouds
361,Vostok,RU,2021-10-28 23:48:32,46.4856,135.8833,38.32,71,2,2.51,clear sky
362,Korneuburg,AT,2021-10-28 23:48:32,48.35,16.3333,52.09,75,22,5.99,few clouds
363,Nome,US,2021-10-28 23:48:33,64.5011,-165.4064,24.87,68,90,9.22,light snow
364,Ahipara,NZ,2021-10-28 23:48:33,-35.1667,173.1667,64.17,72,6,11.74,clear sky
365,Nicoya,CR,2021-10-28 23:48:34,10.1483,-85.452,75.87,92,99,2.04,overcast clouds
366,Nizhniy Kuranakh,RU,2021-10-28 23:48:34,58.8353,125.4869,21.42,77,38,8.63,scattered clouds
367,Mokhsogollokh,RU,2021-10-28 23:48:34,61.4681,128.9203,20.5,86,33,9.78,scattered clouds
368,Khatima,IN,2021-10-28 23:48:35,28.9167,79.9667,63.09,74,0,3.83,clear sky
369,Coquimbo,CL,2021-10-28 23:48:35,-29.9533,-71.3436,55.13,94,75,6.91,broken clouds
370,Khasan,RU,2021-10-28 23:48:36,42.4308,130.6434,47.07,53,0,4.5,clear sky
371,Raiwind,PK,2021-10-28 23:48:36,31.2544,74.2178,64.51,37,0,1.43,clear sky
372,Peace River,CA,2021-10-28 23:48:36,56.2501,-117.286,48.51,31,20,13.8,few clouds
373,Naantali,FI,2021-10-28 23:48:37,60.4674,22.0243,52.21,87,90,11.5,overcast clouds
374,Norman Wells,CA,2021-10-28 23:48:37,65.282,-126.8329,23.04,86,90,4.61,light snow
375,Twin Falls,US,2021-10-28 23:48:38,42.3505,-114.6445,62.94,52,1,3.44,clear sky
376,Sao Joao Batista,BR,2021-10-28 23:48:38,-27.2761,-48.8494,69.66,92,99,2.13,overcast clouds
377,Shahpur,IN,2021-10-28 23:48:38,16.7,76.8333,69.69,65,89,8.93,overcast clouds
378,Westport,US,2021-10-28 23:48:39,41.1415,-73.3579,55.74,83,75,5.01,broken clouds
379,Chadan,RU,2021-10-28 23:48:39,51.2833,91.5833,29.84,86,38,2.75,scattered clouds
380,Never,FR,2021-10-28 23:48:39,46.9896,3.159,49.75,89,19,7.25,few clouds
381,Arlit,NE,2021-10-28 23:48:40,18.7369,7.3853,83.37,12,15,8.99,few clouds
382,Nsukka,NG,2021-10-28 23:48:40,6.8561,7.3927,71.04,91,76,2.1,broken clouds
383,Nanortalik,GL,2021-10-28 23:48:41,60.1432,-45.2371,35.89,75,93,3.94,overcast clouds
384,Jiuquan,CN,2021-10-28 23:48:41,39.7432,98.5174,37.2,41,6,3.76,clear sky
385,Fayaoue,NC,2021-10-28 23:48:42,-20.65,166.5333,75.02,74,9,10.76,clear sky
386,Darhan,MN,2021-10-28 23:48:42,49.4867,105.9228,33.03,63,100,10.74,overcast clouds
387,Puke,AL,2021-10-28 23:48:43,42.0444,19.8997,37.49,66,6,8.34,clear sky
388,Cabinda,AO,2021-10-28 23:48:43,-5.55,12.2,76.05,84,51,6.08,light rain
389,Ola,RU,2021-10-28 23:48:43,59.5833,151.2833,28.74,94,88,6.2,light snow
390,Kargasok,RU,2021-10-28 23:48:44,59.0556,80.8572,33.71,67,100,15.95,overcast clouds
391,Beruwala,LK,2021-10-28 23:48:45,6.4788,79.9828,76.86,88,99,1.54,overcast clouds
392,Pangnirtung,CA,2021-10-28 23:48:45,66.1451,-65.7125,29.34,99,100,2.55,light snow
393,Sioux Lookout,CA,2021-10-28 23:48:46,50.1001,-91.917,44.98,93,90,3.44,overcast clouds
394,Kirkland Lake,CA,2021-10-28 23:48:46,48.1446,-80.0377,45.43,81,23,5.37,few clouds
395,Hokitika,NZ,2021-10-28 23:48:46,-42.7167,170.9667,55.47,89,100,4.0,overcast clouds
396,Whitehorse,CA,2021-10-28 23:43:53,60.7161,-135.0538,38.17,38,75,17.27,broken clouds
397,Lima,PE,2021-10-28 23:48:37,-12.0432,-77.0282,66.9,74,40,12.66,scattered clouds
398,Iberia,US,2021-10-28 23:48:47,29.9502,-91.7507,69.87,37,75,19.86,broken clouds
399,Bakel,SN,2021-10-28 23:48:48,14.905,-12.4568,83.59,62,81,9.82,broken clouds
400,Umm Lajj,SA,2021-10-28 23:48:48,25.0213,37.2685,80.71,51,0,2.51,clear sky
401,Jibuti,DJ,2021-10-28 23:47:00,11.5,42.5,74.62,49,2,8.1,clear sky
402,Ambon,ID,2021-10-28 23:48:49,-3.6954,128.1814,78.94,73,20,5.75,few clouds
403,Kaa-Khem,RU,2021-10-28 23:48:49,51.6833,94.7333,30.49,84,26,2.66,scattered clouds
404,Luderitz,NA,2021-10-28 23:48:49,-26.6481,15.1594,57.07,87,2,6.64,clear sky
405,Leo,BF,2021-10-28 23:48:50,11.1,-2.1,75.87,72,19,6.64,few clouds
406,Charyshskoye,RU,2021-10-28 23:48:50,51.3978,83.5598,34.21,82,40,5.03,scattered clouds
407,Keffi,NG,2021-10-28 23:48:51,8.8486,7.8736,74.71,88,63,0.85,light rain
408,Te Kauwhata,NZ,2021-10-28 23:48:51,-37.4,175.15,69.03,88,20,8.66,light rain
409,Road Town,VG,2021-10-28 23:48:52,18.4167,-64.6167,82.49,78,20,2.3,few clouds
410,Chake Chake,TZ,2021-10-28 23:48:52,-5.2459,39.7666,74.91,87,77,5.39,broken clouds
411,Hami,CN,2021-10-28 23:48:53,42.8,93.45,47.03,38,29,3.74,scattered clouds
412,Rio Gallegos,AR,2021-10-28 23:48:20,-51.6226,-69.2181,68.05,42,40,4.61,scattered clouds
413,Sao Jose Da Coroa Grande,BR,2021-10-28 23:48:53,-8.8978,-35.1478,76.89,80,98,9.24,overcast clouds
414,Kloulklubed,PW,2021-10-28 23:48:54,7.0419,134.2556,84.7,69,76,14.61,broken clouds
415,Chimbote,PE,2021-10-28 23:48:54,-9.0853,-78.5783,63.59,86,58,8.93,broken clouds
416,Mogocha,RU,2021-10-28 23:48:55,53.7333,119.7667,35.15,75,100,1.86,overcast clouds
417,Buzmeyin,TM,2021-10-28 23:48:55,38.0507,58.2056,38.93,100,20,2.3,fog
418,Morgan City,US,2021-10-28 23:48:56,29.6994,-91.2068,66.99,41,7,20.09,clear sky
419,Burnie,AU,2021-10-28 23:48:56,-41.0667,145.9167,51.93,86,100,13.29,light rain
420,Shubarshi,KZ,2021-10-28 23:48:57,48.5872,57.1869,33.13,53,90,8.19,overcast clouds
421,Yumen,CN,2021-10-28 23:48:57,40.2833,97.2,37.99,40,50,4.29,scattered clouds
422,Yanji,CN,2021-10-28 23:48:58,42.9075,129.5078,43.45,57,0,0.65,clear sky
423,Batemans Bay,AU,2021-10-28 23:48:58,-35.7167,150.1833,83.1,30,0,13.98,clear sky
424,Vardo,NO,2021-10-28 23:48:58,70.3705,31.1107,34.41,96,100,20.24,light rain
425,Yenagoa,NG,2021-10-28 23:48:59,4.9247,6.2642,75.58,95,86,3.78,overcast clouds
426,Mafinga,TZ,2021-10-28 23:48:59,-7.25,35.0667,72.43,49,49,6.85,scattered clouds
427,Huazhou,CN,2021-10-28 23:49:00,21.6333,110.5833,73.18,78,77,4.65,broken clouds
428,Berezyne,UA,2021-10-28 23:49:00,46.2294,29.2022,48.78,63,7,5.82,clear sky
429,La Rioja,ES,2021-10-28 23:49:01,42.25,-2.5,52.05,47,100,7.78,light rain
430,Norcasia,CO,2021-10-28 23:49:01,5.5778,-74.8852,74.28,84,49,2.82,scattered clouds
431,La Ronge,CA,2021-10-28 23:49:02,55.1001,-105.2842,46.65,46,20,8.05,few clouds
432,Lokosovo,RU,2021-10-28 23:49:02,61.1333,74.8167,32.09,97,100,12.68,light snow
433,Rundu,NA,2021-10-28 23:49:03,-17.9333,19.7667,67.71,67,15,3.53,few clouds
434,Sabzevar,IR,2021-10-28 23:49:03,36.2126,57.6819,47.05,41,0,5.37,clear sky
435,Ussel,FR,2021-10-28 23:49:04,45.55,2.3167,45.73,90,17,4.99,few clouds
436,Sakaiminato,JP,2021-10-28 23:49:04,35.55,133.2333,62.53,59,75,12.66,broken clouds
437,Tessalit,ML,2021-10-28 23:49:05,20.1986,1.0114,80.58,19,78,9.66,broken clouds
438,Gryazovets,RU,2021-10-28 23:49:05,58.88,40.2525,28.45,77,80,3.76,broken clouds
439,Vaitape,PF,2021-10-28 23:49:05,-16.5167,-151.75,79.3,76,33,8.66,light rain
440,Rumes,BE,2021-10-28 23:49:06,50.5446,3.3209,52.97,79,0,10.36,clear sky
441,Billings,US,2021-10-28 23:49:06,45.7833,-108.5007,59.16,38,40,17.27,scattered clouds
442,Codrington,AU,2021-10-28 23:49:07,-38.2667,141.9667,54.14,57,91,24.29,overcast clouds
443,Zhigalovo,RU,2021-10-28 23:49:07,54.8097,105.1578,20.71,64,6,1.86,clear sky
444,Dourbali,TD,2021-10-28 23:49:07,11.8091,15.8632,83.48,19,52,7.38,broken clouds
445,Saint Anthony,US,2021-10-28 23:49:08,45.0205,-93.218,48.52,93,90,1.99,overcast clouds
446,Conde,BR,2021-10-28 23:49:08,-7.2597,-34.9075,78.26,73,0,8.05,clear sky
447,Nueva Guinea,NI,2021-10-28 23:49:09,11.6876,-84.4562,76.24,89,51,2.84,broken clouds
448,Wanlaweyn,SO,2021-10-28 23:49:09,2.6185,44.8938,76.26,80,92,10.13,light rain
449,Beausejour,CA,2021-10-28 23:49:10,50.0622,-96.5167,46.17,79,42,6.58,scattered clouds
450,Norilsk,RU,2021-10-28 23:49:10,69.3535,88.2027,-7.94,95,97,8.81,overcast clouds
